ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
15,Hawaii,HI,15001,Hawaii County,15001020100,Census Tract 201; Hawaii County; Hawaii,97.064446654332,4499,472,2089,161,1644,141,818,213,183,104,367,95,268,107,210,97,890,144,840,192,754,148,68,42,204,94,3555,505,6,5,10,12,83,41,89,36,18,5,18.3,4.3,7.7,3.9,22.3,5.5,8.1,3.1,4.7,2.0,19.8,3.7,18.7,3.1,16.9,3.4,4.1,2.5,4.7,2.1,79.0,7.6,0.2,0.2,0.5,0.6,5.0,2.5,5.4,2.1,0.4,0.1,0.6792,0.7725,0.4693,0.6854,0.691,3.2974,0.7844,0.4554,0.4671,0.8561,0.5613,0.6948,3.0347,0.8019,0.4014,0.4014,0.4014,0.2075,0.8278,0.3561,0.5637,0.5352,2.4903,0.6675,9.2238,0.7488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,318,91,5,7,542,190,1132,249,0,12,553,229,1315,342,8,10,19.3,5.4,0.1,0.1,12.0,4.0,25.2,5.0,0.0,0.7,12.3,4.8,29.2,6.2,0.2,0.2
15,Hawaii,HI,15003,Honolulu County,15003008802,Census Tract 88.02; Honolulu County; Hawaii,0.422289023848,4750,879,1135,165,1075,166,735,336,52,38,268,151,584,222,127,93,1274,335,863,332,829,230,66,57,276,184,4523,891,24,38,10,15,114,60,134,80,292,28,16.2,6.7,2.4,1.5,24.9,13.5,16.1,5.6,2.8,2.1,26.8,6.3,18.2,5.2,18.1,5.0,6.1,5.2,6.2,4.0,95.2,6.4,2.1,3.3,0.9,1.3,10.6,5.3,12.5,7.3,6.1,1.3,0.6132,0.2299,0.5472,0.9155,0.4481,2.7539,0.5853,0.8169,0.439,0.8939,0.7241,0.7676,3.6415,0.9788,0.8779,0.8779,0.8779,0.3632,0.8703,0.691,0.783,0.9131,3.6206,0.9575,10.8939,0.9313,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5494,255,155,15,24,196,173,3224,727,0,12,316,244,747,398,25,39,23.7,12.6,0.3,0.5,4.1,3.7,67.9,9.0,0.0,0.7,6.7,4.7,15.7,7.7,0.5,0.8
15,Hawaii,HI,15003,Honolulu County,15003008906,Census Tract 89.06; Honolulu County; Hawaii,0.640229317074,3674,608,1460,174,1399,177,78,52,26,26,230,118,92,75,51,37,1139,307,553,213,602,391,37,55,33,56,3328,624,241,117,0,12,22,27,9,15,0,12,2.1,1.4,1.5,1.6,16.4,8.2,3.2,2.6,1.4,1.0,31.0,7.2,15.1,4.7,17.0,9.7,2.6,3.9,0.9,1.6,90.6,8.0,16.5,7.8,0.0,2.2,1.6,1.9,0.6,1.1,0.0,0.3,0.0236,0.1209,0.2736,0.2887,0.2099,0.9167,0.0498,0.9296,0.2864,0.8585,0.3939,0.1972,2.6656,0.5991,0.7277,0.7277,0.7277,0.6226,0.0,0.1321,0.1344,0.0,0.8891,0.1156,5.1991,0.1445,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1621,94,57,86,63,352,185,1445,437,0,12,531,394,914,293,0,12,6.7,4.0,2.3,1.8,9.6,5.2,39.3,9.5,0.0,0.9,14.5,9.7,24.9,7.5,0.0,0.9
15,Hawaii,HI,15003,Honolulu County,15003008909,Census Tract 89.09; Honolulu County; Hawaii,0.387768416232,3992,485,1400,164,1400,164,153,102,84,73,123,59,109,64,69,62,1019,246,660,181,398,108,38,42,20,57,3612,512,75,48,0,12,36,39,50,53,0,12,3.8,2.5,4.2,3.6,8.8,4.1,3.5,2.0,1.7,1.5,25.5,6.3,16.5,4.3,10.0,2.9,2.7,3.0,0.5,1.5,90.5,6.6,5.4,3.4,0.0,2.3,2.6,2.8,3.6,3.8,0.0,0.3,0.059,0.4763,0.066,0.3169,0.2571,1.1753,0.1066,0.7746,0.3498,0.3373,0.408,0.1315,2.0012,0.2358,0.7136,0.7136,0.7136,0.4835,0.0,0.2075,0.4222,0.0,1.1132,0.1745,5.0033,0.1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922,66,59,186,217,463,281,1893,449,0,12,81,72,989,243,0,12,4.7,4.2,4.7,5.3,11.6,6.7,47.4,9.1,0.0,0.8,2.0,1.8,24.8,6.1,0.0,0.8
15,Hawaii,HI,15003,Honolulu County,15003008912,Census Tract 89.12; Honolulu County; Hawaii,0.192272618368,3123,438,569,82,569,82,438,269,57,38,107,70,385,175,115,59,848,174,610,192,464,93,0,16,286,140,2885,500,0,16,13,14,114,49,36,32,175,21,14.3,8.5,4.1,2.5,18.8,12.0,16.5,6.9,3.8,1.9,27.2,5.1,19.5,4.7,15.2,3.2,0.0,2.8,9.5,4.5,92.4,9.4,0.0,2.8,2.3,2.5,20.1,8.1,6.3,5.7,5.6,1.0,0.5425,0.4597,0.3467,0.9178,0.5755,2.8422,0.6185,0.8333,0.5094,0.7689,0.0,0.8756,2.9872,0.7736,0.7934,0.7934,0.7934,0.0,0.967,0.9151,0.6038,0.9085,3.3944,0.9269,10.0172,0.8744,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,4,2331,112,60,0,12,260,273,2044,403,0,12,93,89,488,225,0,12,19.7,10.3,0.0,1.0,8.3,8.4,65.4,11.6,0.0,1.0,3.0,3.0,15.6,6.7,0.0,1.0
15,Hawaii,HI,15003,Honolulu County,15003008913,Census Tract 89.13; Honolulu County; Hawaii,0.317581250264,4208,790,785,100,710,111,420,143,59,43,61,34,368,134,136,84,1082,203,754,226,691,177,6,15,288,121,4137,792,5,13,0,12,150,67,31,29,112,13,10.2,2.9,2.9,1.9,8.6,4.6,12.1,3.4,3.3,1.8,25.7,4.2,17.9,3.4,17.0,2.8,0.8,2.1,7.2,2.7,98.3,3.7,0.6,1.7,0.0,4.1,21.1,8.8,4.4,4.0,2.7,0.6,0.3585,0.3246,0.0566,0.8474,0.5307,2.1178,0.3649,0.784,0.4155,0.8585,0.1675,0.8146,3.0401,0.8042,0.9765,0.9765,0.9765,0.2288,0.0,0.9245,0.5047,0.8192,2.4772,0.6604,8.6116,0.6825,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,2231,87,45,27,53,299,239,3321,705,0,12,119,75,371,148,0,12,12.3,6.2,0.6,1.3,7.1,5.4,78.9,6.5,0.0,0.8,2.8,1.8,8.8,3.3,0.0,0.8
15,Hawaii,HI,15003,Honolulu County,15003008917,Census Tract 89.17; Honolulu County; Hawaii,0.766648378322,4606,608,1784,325,1774,326,339,212,75,67,233,117,159,123,85,88,1352,377,532,159,450,161,65,53,41,65,3971,652,0,16,0,12,61,46,35,27,0,12,7.4,4.5,2.8,2.3,13.1,6.1,4.3,3.2,1.9,1.9,29.4,6.8,11.6,3.0,9.9,3.3,3.6,2.9,0.9,1.4,86.2,8.4,0.0,0.9,0.0,1.8,3.4,2.5,2.0,1.6,0.0,0.3,0.25,0.3033,0.1769,0.3662,0.2972,1.3936,0.1682,0.8803,0.1197,0.3302,0.4976,0.1972,2.025,0.2429,0.5775,0.5775,0.5775,0.0,0.0,0.2712,0.283,0.0,0.5542,0.0566,4.5503,0.0616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4759,40,32,94,82,517,221,2219,418,0,12,104,93,1037,383,0,12,2.3,1.9,2.0,1.8,11.2,4.4,48.2,8.7,0.0,0.7,2.3,2.0,22.5,7.2,0.0,0.7
15,Hawaii,HI,15003,Honolulu County,15003008918,Census Tract 89.18; Honolulu County; Hawaii,0.906050891524,5116,766,1845,213,1781,207,351,128,119,62,348,110,184,93,104,70,1028,187,1048,372,456,134,64,42,36,71,4453,795,64,64,0,17,6,19,21,22,0,17,6.9,2.3,4.5,2.3,19.5,5.7,4.9,2.4,2.1,1.4,20.1,4.2,20.5,4.7,9.1,3.1,3.6,2.3,0.8,1.5,87.0,8.5,3.5,3.4,0.0,1.7,0.3,1.1,1.2,1.2,0.0,0.3,0.2123,0.5071,0.3821,0.4202,0.3373,1.859,0.2844,0.4671,0.5516,0.2736,0.4976,0.1808,1.9707,0.217,0.6033,0.6033,0.6033,0.4292,0.0,0.0613,0.2075,0.0,0.698,0.0755,5.131,0.1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2993,77,46,127,103,323,153,2537,676,0,17,214,162,1242,274,10,16,4.3,2.5,2.5,2.0,6.3,2.9,49.6,8.1,0.0,0.6,4.2,3.3,24.3,5.2,0.2,0.3
15,Hawaii,HI,15003,Honolulu County,15003008921,Census Tract 89.21; Honolulu County; Hawaii,0.342405678354,2487,464,599,124,581,123,171,111,59,39,94,44,178,87,130,78,735,155,422,122,399,97,5,13,132,75,2427,465,4,13,0,12,49,29,4,7,74,13,6.9,4.3,4.8,3.9,16.2,6.8,9.6,4.5,5.3,2.5,29.6,4.1,17.0,4.0,16.2,4.6,0.9,2.2,5.5,3.0,97.6,4.2,0.7,2.2,0.0,5.3,8.4,4.7,0.7,1.2,3.0,0.8,0.2123,0.5474,0.2689,0.7676,0.7476,2.5438,0.5,0.8826,0.3638,0.8302,0.1816,0.7418,3.0,0.783,0.9531,0.9531,0.9531,0.2311,0.0,0.5778,0.1415,0.838,1.7884,0.3986,8.2853,0.6374,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,975,51,33,0,12,300,230,1497,273,0,12,248,211,382,132,0,12,8.8,6.4,0.0,1.3,12.1,7.8,60.2,12.9,0.0,1.3,10.0,7.2,15.4,5.7,0.0,1.3
15,Hawaii,HI,15003,Honolulu County,15003008926,Census Tract 89.26; Honolulu County; Hawaii,0.894738489026,1769,266,815,83,793,89,75,54,57,32,257,104,0,12,54,51,86,50,381,135,116,51,81,64,13,46,1247,314,247,90,0,12,22,21,12,12,0,12,4.2,3.0,6.5,3.4,32.4,12.6,0.0,2.6,3.7,3.3,4.9,2.9,21.5,5.3,8.0,3.6,10.3,8.0,0.8,2.9,70.5,14.2,30.3,10.6,0.0,3.9,2.8,2.6,1.5,1.6,0.0,0.7,0.0731,0.6943,0.7146,0.0,0.5684,2.0504,0.3365,0.0704,0.6174,0.1981,0.9175,0.1808,1.9842,0.2288,0.2746,0.2746,0.2746,0.7358,0.0,0.2264,0.2335,0.0,1.1957,0.1863,5.5049,0.1943,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2467,43,39,99,58,400,184,367,95,0,12,91,65,272,90,18,27,5.4,4.8,5.6,3.3,22.6,9.0,20.7,5.5,0.0,1.8,5.1,3.5,15.4,5.0,1.0,1.5
15,Hawaii,HI,15003,Honolulu County,15003008928,Census Tract 89.28; Honolulu County; Hawaii,0.493334494562,3942,373,1310,124,1239,99,195,135,22,23,137,66,129,88,3,7,298,97,1123,219,207,73,60,54,59,63,3434,437,133,92,0,12,85,45,41,29,0,12,4.9,3.4,1.0,1.1,11.1,5.3,5.2,3.3,0.1,0.2,7.6,2.8,28.5,3.6,5.4,2.1,4.8,4.3,1.5,1.6,87.1,7.4,10.2,7.0,0.0,2.4,6.9,3.6,3.3,2.4,0.0,0.3,0.1108,0.0687,0.125,0.4531,0.0519,0.8095,0.0332,0.1103,0.8592,0.0684,0.6344,0.3498,2.0221,0.2406,0.608,0.608,0.608,0.5519,0.0,0.4575,0.4057,0.0,1.4151,0.2571,4.8547,0.0972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3832,40,33,46,46,125,91,2198,381,11,19,170,130,884,239,0,12,3.2,2.6,1.2,1.2,3.2,2.2,55.8,8.2,0.3,0.5,4.3,3.3,22.4,6.0,0.0,0.8
15,Hawaii,HI,15003,Honolulu County,15003008929,Census Tract 89.29; Honolulu County; Hawaii,0.523228828014,5510,1021,2244,259,2143,271,308,201,27,33,505,208,50,48,67,78,864,199,1010,389,485,165,136,101,82,100,4850,1060,387,179,0,17,97,65,77,83,32,2,5.6,3.5,0.9,1.1,23.6,9.2,1.3,1.2,1.3,1.4,15.7,4.8,18.3,5.0,9.2,2.9,6.3,4.6,1.6,1.9,88.0,10.2,17.2,7.7,0.0,1.4,4.5,3.0,3.6,3.8,0.6,0.1,0.1439,0.0616,0.5118,0.108,0.1887,1.014,0.0711,0.277,0.4484,0.283,0.7335,0.3756,2.1175,0.2877,0.6408,0.6408,0.6408,0.6344,0.0,0.3278,0.4222,0.6033,1.9877,0.4599,5.76,0.2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121,206,122,31,35,790,489,2593,539,33,44,237,155,1166,465,0,17,9.6,5.6,0.6,0.6,14.3,7.2,47.1,9.8,0.6,0.8,4.3,2.9,21.2,6.6,0.0,0.6
15,Hawaii,HI,15003,Honolulu County,15003008930,Census Tract 89.30; Honolulu County; Hawaii,0.401053027746,2324,262,873,82,821,100,54,42,39,25,68,39,50,29,25,23,466,92,412,144,149,48,0,16,14,50,2126,273,6,15,11,19,22,28,0,12,0,12,2.3,1.8,3.1,1.9,8.3,4.6,2.8,1.7,1.1,1.0,20.1,4.5,17.7,5.2,6.5,2.1,0.0,1.9,0.6,2.2,91.5,5.6,0.7,1.7,1.3,2.2,2.7,3.4,0.0,3.9,0.0,0.5,0.0307,0.3436,0.0495,0.2488,0.1627,0.8353,0.0379,0.4671,0.3944,0.1203,0.0,0.1455,1.1273,0.0142,0.7629,0.7629,0.7629,0.2311,0.9222,0.2146,0.0,0.0,1.3679,0.2453,4.0934,0.0355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1001,6,8,27,38,158,152,1549,247,7,11,36,29,335,97,14,22,0.7,1.0,1.2,1.6,6.8,6.4,66.7,7.4,0.3,0.5,1.5,1.3,14.4,4.1,0.6,1.0
15,Hawaii,HI,15003,Honolulu County,15003008931,Census Tract 89.31; Honolulu County; Hawaii,27.791397248636,3363,335,832,70,808,74,44,37,52,27,31,25,57,33,76,45,168,55,976,166,214,99,44,26,23,50,2881,369,0,16,0,12,23,20,31,35,250,54,1.4,1.2,3.2,1.6,3.8,3.1,2.7,1.6,2.5,1.5,5.0,1.6,29.0,3.8,7.0,3.0,5.4,3.2,0.7,1.5,85.7,6.9,0.0,1.9,0.0,3.8,2.8,2.5,3.8,4.2,7.4,1.4,0.0118,0.3507,0.0118,0.2347,0.3962,1.0052,0.0687,0.0751,0.8685,0.1439,0.6675,0.1667,1.9217,0.1792,0.5516,0.5516,0.5516,0.0,0.0,0.2264,0.4552,0.9272,1.6088,0.3325,5.0873,0.1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1378,27,33,37,48,243,158,1765,288,0,12,224,153,612,201,0,12,3.3,4.0,1.1,1.4,7.2,4.6,52.5,6.8,0.0,1.0,6.7,4.4,18.2,5.9,0.0,1.0
15,Hawaii,HI,15003,Honolulu County,15003008932,Census Tract 89.32; Honolulu County; Hawaii,0.309044148942,2216,290,754,64,730,72,84,59,53,44,134,57,45,31,31,26,665,144,424,142,391,185,43,43,7,47,1917,316,0,16,0,12,16,19,28,28,1,2,3.8,2.6,5.0,4.0,18.4,7.6,2.7,1.9,1.4,1.2,30.0,6.9,19.1,5.4,17.8,7.4,5.9,5.9,0.3,2.2,86.5,8.7,0.0,2.1,0.0,4.2,2.2,2.6,3.8,3.7,0.0,0.1,0.059,0.564,0.3373,0.2347,0.2099,1.4049,0.1706,0.9014,0.4859,0.8868,0.7052,0.0845,3.0638,0.8184,0.5892,0.5892,0.5892,0.0,0.0,0.1792,0.4552,0.0,0.6344,0.0637,5.6923,0.2227,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1100,38,29,0,12,370,207,1016,246,0,12,75,53,456,168,0,12,5.2,3.9,0.0,1.5,16.7,8.5,45.8,10.7,0.0,1.5,3.4,2.5,20.6,6.8,0.0,1.5
15,Hawaii,HI,15003,Honolulu County,15003008933,Census Tract 89.33; Honolulu County; Hawaii,1.548520758504,3442,579,1172,161,1142,162,205,134,21,23,137,60,120,70,26,30,1031,211,581,189,530,182,19,21,38,52,3079,606,0,16,0,12,0,16,25,30,0,12,6.0,3.8,1.3,1.5,12.0,5.0,4.4,2.6,0.8,0.9,30.0,5.9,16.9,4.8,15.5,4.4,1.7,1.8,1.1,1.5,89.5,9.1,0.0,1.4,0.0,2.7,0.0,1.4,2.2,2.6,0.0,0.3,0.1604,0.0995,0.1486,0.3756,0.1179,0.902,0.045,0.9014,0.3568,0.7925,0.2807,0.2676,2.599,0.5731,0.6878,0.6878,0.6878,0.0,0.0,0.0,0.3042,0.0,0.3042,0.033,4.493,0.0545,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1300,42,32,53,67,210,156,1843,508,0,12,48,59,925,362,0,12,3.7,2.8,1.5,1.9,6.1,4.5,53.5,10.3,0.0,0.9,1.4,1.7,26.9,9.7,0.0,0.9
15,Hawaii,HI,15003,Honolulu County,15003008934,Census Tract 89.34; Honolulu County; Hawaii,8.36107355918,3844,602,1128,176,1128,176,328,357,52,46,117,95,147,93,187,141,533,214,812,272,504,260,44,69,174,129,3484,630,0,16,0,12,114,79,19,22,0,12,8.5,9.2,2.6,2.2,10.4,8.3,5.6,3.5,5.0,3.7,13.9,4.8,21.1,5.2,13.4,6.0,3.9,6.1,4.7,3.4,90.6,8.2,0.0,1.4,0.0,2.8,10.1,6.8,1.7,2.0,0.0,0.3,0.2995,0.2583,0.1014,0.493,0.7241,1.8763,0.2891,0.2089,0.5915,0.6486,0.5401,0.6948,2.6839,0.6108,0.7277,0.7277,0.7277,0.0,0.0,0.6627,0.2453,0.0,0.908,0.1226,6.1959,0.3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,45,48,26,42,455,344,1677,528,0,12,486,405,811,290,29,46,4.0,4.2,0.7,1.1,11.8,8.4,43.6,13.0,0.0,0.8,12.6,10.0,21.1,6.9,0.8,1.2
15,Hawaii,HI,15003,Honolulu County,15003008935,Census Tract 89.35; Honolulu County; Hawaii,0.267481426948,3758,842,1294,244,1216,251,443,398,224,215,526,246,173,136,112,82,471,214,850,311,400,208,160,111,82,82,3500,857,85,66,0,12,73,70,63,76,0,12,11.8,10.3,9.8,9.1,43.3,18.1,7.1,4.9,3.1,2.4,12.5,5.4,22.6,6.0,11.0,4.5,13.2,8.7,2.4,2.3,93.1,9.2,6.6,4.9,0.0,2.5,6.0,5.6,5.2,5.9,0.0,0.3,0.4292,0.8815,0.9127,0.5986,0.5024,3.3244,0.7962,0.1643,0.6502,0.434,0.9505,0.4953,2.6943,0.6179,0.8263,0.8263,0.8263,0.5165,0.0,0.4222,0.5519,0.0,1.4906,0.2901,8.3356,0.6445,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2388,0,12,112,122,629,463,2013,563,0,12,118,135,573,365,55,84,0.0,2.6,3.0,3.4,16.7,11.2,53.6,11.8,0.0,0.9,3.1,3.6,15.2,8.5,1.5,2.2
15,Hawaii,HI,15003,Honolulu County,15003008936,Census Tract 89.36; Honolulu County; Hawaii,0.308178122156,2772,551,837,127,764,148,119,102,44,54,143,80,258,109,95,69,706,217,536,227,319,106,47,64,229,147,2729,552,34,38,0,12,71,69,23,21,0,12,4.3,3.6,2.8,3.5,18.7,9.8,12.8,4.7,3.4,2.7,25.5,6.7,19.3,5.4,11.6,3.5,6.2,8.3,8.7,5.3,98.4,3.7,4.1,4.5,0.0,3.8,9.3,8.8,3.0,2.8,0.0,0.4,0.0825,0.3033,0.342,0.8638,0.5425,2.1341,0.3697,0.7746,0.5023,0.4882,0.7311,0.8592,3.3554,0.9292,0.9789,0.9789,0.9789,0.4552,0.0,0.6203,0.3821,0.0,1.4576,0.2807,7.926,0.5782,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2197,71,52,0,12,204,134,1835,391,0,12,327,378,363,154,0,12,9.3,6.9,0.0,1.2,7.4,4.7,66.2,13.7,0.0,1.2,11.8,12.2,13.1,5.3,0.0,1.2
15,Hawaii,HI,15003,Honolulu County,15003008937,Census Tract 89.37; Honolulu County; Hawaii,0.097349441668,2091,604,557,162,525,168,469,305,45,57,86,58,122,94,323,428,139,80,472,172,107,54,21,26,142,130,2076,604,326,101,0,12,199,87,19,21,0,12,22.4,13.1,3.5,4.8,16.4,9.7,8.5,7.5,16.1,18.1,6.6,4.3,22.6,9.6,5.3,3.2,4.0,4.8,7.2,6.2,99.3,3.4,58.5,6.3,0.0,5.7,37.9,11.3,3.6,4.2,0.0,0.6,0.7948,0.3768,0.2736,0.7207,0.9906,3.1565,0.737,0.0962,0.6502,0.059,0.5495,0.8146,2.1695,0.309,0.9883,0.9883,0.9883,0.8349,0.0,0.9882,0.4222,0.0,2.2453,0.5778,8.5596,0.6777,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,2242,50,46,49,74,193,183,1607,664,0,12,77,121,150,134,0,12,9.5,8.9,2.3,3.6,9.2,9.8,76.9,14.9,0.0,1.5,3.7,5.9,7.2,6.9,0.0,1.5
15,Hawaii,HI,15003,Honolulu County,15003008938,Census Tract 89.38; Honolulu County; Hawaii,0.118391614566,3832,1022,724,61,706,65,741,318,138,86,279,102,330,134,525,231,461,152,966,378,547,175,97,47,303,187,3691,1024,167,78,11,20,209,101,77,50,146,13,19.6,6.5,7.4,3.9,39.5,14.0,13.6,6.5,14.1,4.4,12.0,4.7,25.2,4.8,14.7,4.4,13.7,6.5,8.8,4.9,96.3,7.4,23.1,10.6,1.5,2.7,29.6,14.0,10.9,7.4,3.8,1.1,0.7146,0.7488,0.8538,0.8803,0.9882,4.1857,0.9645,0.1573,0.784,0.7429,0.9623,0.8662,3.5127,0.9575,0.9178,0.9178,0.9178,0.6745,0.9316,0.9764,0.7594,0.8732,4.2151,0.9929,12.8313,0.9976,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,2,5,2642,105,66,20,31,294,237,1463,431,0,12,1417,1022,497,201,0,12,14.9,8.9,0.5,0.9,7.7,6.3,38.2,14.0,0.0,0.8,37.0,18.5,13.0,6.2,0.0,0.8
15,Hawaii,HI,15003,Honolulu County,15003008939,Census Tract 89.39; Honolulu County; Hawaii,0.49780903064,2372,474,1009,111,932,123,200,134,26,33,219,88,77,72,190,104,347,118,430,171,463,161,66,50,62,78,2077,483,932,134,0,12,126,91,0,12,0,12,8.5,5.4,2.3,3.0,23.5,8.9,4.4,4.2,8.5,4.3,14.6,4.2,18.1,5.3,20.8,6.9,7.1,5.3,2.7,3.4,87.6,10.4,92.4,8.5,0.0,3.2,13.5,9.6,0.0,3.4,0.0,0.5,0.2995,0.2204,0.5047,0.3756,0.9151,2.3153,0.4336,0.23,0.4319,0.9505,0.7972,0.5258,2.9354,0.7571,0.6315,0.6315,0.6315,0.9458,0.0,0.8042,0.0,0.0,1.75,0.3821,7.6322,0.5213,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,801,47,30,115,92,332,197,914,342,0,12,73,62,643,301,0,12,5.0,3.1,4.8,3.9,14.0,8.1,38.5,10.5,0.0,1.4,3.1,2.5,27.1,10.9,0.0,1.4
15,Hawaii,HI,15003,Honolulu County,15003008940,Census Tract 89.40; Honolulu County; Hawaii,0.482163019294,3021,597,937,126,841,127,144,132,40,38,157,60,130,84,26,27,580,146,689,282,339,129,10,19,124,105,2793,605,100,65,0,12,59,45,26,29,0,12,4.8,4.3,2.6,2.6,18.7,6.6,6.0,3.5,0.9,0.9,19.2,4.9,22.8,6.2,11.3,3.9,1.2,2.3,4.3,3.6,92.5,8.2,10.6,6.8,0.0,3.4,7.0,5.2,3.1,3.6,0.0,0.4,0.1038,0.2583,0.342,0.5235,0.1344,1.362,0.1635,0.4249,0.6714,0.4646,0.2123,0.6714,2.4446,0.4788,0.8005,0.8005,0.8005,0.5542,0.0,0.4811,0.3868,0.0,1.4221,0.2642,6.0292,0.2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,135,90,0,12,374,203,1354,420,0,12,159,111,906,361,0,12,16.1,9.8,0.0,1.1,12.4,5.4,44.8,12.2,0.0,1.1,5.3,3.7,30.0,9.6,0.0,1.1
