ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
35,New Mexico,NM,35001,Bernalillo County,35001000107,Census Tract 1.07; Bernalillo County; New Mexico,1.224330986408,2535,284,1299,199,1204,212,549,304,33,35,410,206,0,13,172,118,770,200,376,105,338,107,23,31,0,52,752,394,233,190,0,13,0,18,99,69,6,3,21.7,11.7,2.8,2.9,34.1,16.0,0.0,2.0,6.8,4.7,30.4,6.5,14.8,3.9,13.3,4.3,1.9,2.6,0.0,2.1,29.7,15.2,17.9,14.4,0.0,3.0,0.0,1.5,8.2,5.7,0.2,0.1,0.325,0.2413,0.7817,0.0,0.41,1.758,0.245,0.8856,0.1824,0.325,0.1567,0.0,1.5497,0.0833,0.0564,0.0564,0.0564,0.8985,0.0,0.0,0.7433,0.5008,2.1426,0.4317,5.5067,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,128,74,0,13,638,200,40,34,25,30,0,13,36,37,13,24,10.6,6.1,0.0,1.6,25.2,7.2,1.6,1.4,1.0,1.2,0.0,1.6,1.4,1.5,0.5,0.9
35,New Mexico,NM,35025,Lea County,35025000100,Census Tract 1; Lea County; New Mexico,0.94451360056,2873,822,1364,275,993,305,745,425,205,105,151,107,436,188,291,188,250,170,974,398,206,143,38,34,381,192,2396,854,86,80,328,131,45,68,97,93,107,18,26.1,12.9,14.6,7.6,15.2,9.7,25.2,11.6,10.2,6.9,8.7,6.4,33.9,7.8,7.2,5.3,3.8,3.2,15.2,6.6,83.4,17.7,6.3,5.7,24.0,10.3,4.5,6.7,9.8,9.4,3.7,1.2,0.43,0.9268,0.2117,0.8574,0.615,3.0409,0.6867,0.1061,0.9469,0.0383,0.2983,0.9552,2.3448,0.4017,0.7745,0.7745,0.7745,0.7404,0.6539,0.715,0.7933,0.8706,3.7732,0.9783,9.9334,0.8367,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,3,4686,218,120,30,43,2303,809,1,6,2,12,0,13,60,44,0,13,22.0,12.4,1.0,1.6,80.2,9.0,0.0,0.2,0.1,0.4,0.0,1.4,2.1,1.7,0.0,1.4
35,New Mexico,NM,35025,Lea County,35025000200,Census Tract 2; Lea County; New Mexico,6.094204238146,4218,938,1483,297,1280,270,1285,447,79,65,206,91,1081,411,1008,410,328,155,1308,358,575,274,79,62,790,267,3679,997,0,18,248,112,33,42,19,24,19,3,30.5,8.1,3.9,3.8,16.1,6.2,45.7,11.1,23.9,10.2,7.8,4.0,31.0,5.4,13.6,6.5,6.2,4.7,20.4,4.8,87.2,13.5,0.0,1.2,16.7,8.0,2.6,3.2,1.5,1.9,0.5,0.1,0.5317,0.3461,0.2383,0.9867,0.95,3.0528,0.6933,0.0779,0.8955,0.3517,0.52,0.9751,2.8202,0.7067,0.8192,0.8192,0.8192,0.0,0.5707,0.5317,0.2417,0.597,1.9411,0.3483,8.6333,0.64,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,6104,128,82,128,154,3546,1028,0,13,5,10,0,13,0,13,0,13,10.0,7.0,3.0,3.9,84.1,9.6,0.0,0.9,0.1,0.2,0.0,0.9,0.0,0.9,0.0,0.9
35,New Mexico,NM,35025,Lea County,35025000300,Census Tract 3; Lea County; New Mexico,2.514819006108,4026,584,1755,319,1619,311,1697,512,4,7,466,245,1097,270,1028,380,383,154,1109,292,402,209,313,224,538,263,3778,610,15,34,269,116,52,55,168,137,18,5,42.2,11.1,0.2,0.4,28.8,14.1,49.1,8.1,25.5,7.8,9.5,3.6,27.5,6.2,10.0,5.2,19.3,13.3,14.3,6.7,93.8,6.7,0.9,1.9,15.3,6.5,3.2,3.3,10.4,7.8,0.4,0.1,0.765,0.0483,0.645,0.995,0.965,3.4183,0.7933,0.126,0.796,0.13,0.9717,0.9469,2.9706,0.8017,0.9005,0.9005,0.9005,0.5092,0.5474,0.6033,0.8167,0.5755,3.0521,0.8483,10.3415,0.8983,0,0,0,1,1,2,0,0,0,1,1,2,1,1,0,0,0,0,0,0,5,3101,651,188,365,209,3395,603,18,33,0,13,0,13,0,13,0,13,40.2,11.4,9.1,5.1,84.3,6.9,0.4,0.9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
35,New Mexico,NM,35025,Lea County,35025000400,Census Tract 4; Lea County; New Mexico,2.007395263464,4333,977,1279,215,1117,212,1882,696,334,275,333,144,686,245,938,464,314,258,1603,476,387,162,111,73,904,420,4030,1006,174,113,330,125,183,170,184,83,0,13,43.4,12.7,17.8,13.4,29.8,11.6,31.6,8.8,21.6,8.9,7.2,5.9,37.0,6.2,8.9,4.1,10.0,6.3,22.5,9.1,93.0,10.0,13.6,8.5,25.8,10.2,16.3,14.9,16.5,7.6,0.0,0.3,0.785,0.9634,0.6833,0.9303,0.9283,4.2903,0.98,0.0647,0.9818,0.0833,0.7767,0.9784,2.8849,0.7567,0.8889,0.8889,0.8889,0.8619,0.6772,0.9683,0.9367,0.0,3.4441,0.9367,11.5082,0.98,0,1,0,1,1,3,0,1,0,0,1,2,0,0,0,0,1,1,0,2,7,6094,247,102,326,224,3674,930,24,28,0,13,0,13,6,9,0,13,22.1,9.6,7.5,5.1,84.8,7.4,0.6,0.7,0.0,0.9,0.0,0.9,0.1,0.2,0.0,0.9
35,New Mexico,NM,35025,Lea County,35025000502,Census Tract 5.02; Lea County; New Mexico,5.71904707154,8020,1075,3261,315,2814,318,2801,674,339,241,903,318,731,212,858,374,641,171,2949,615,853,289,368,176,152,135,5410,1221,560,231,140,115,36,56,66,86,42,8,34.9,7.0,10.3,6.4,32.1,10.7,17.6,4.4,10.7,4.5,8.0,2.2,36.8,4.7,10.6,3.6,13.0,6.1,2.2,1.9,67.5,12.2,17.2,6.9,4.3,3.6,1.3,2.0,2.3,3.0,0.5,0.1,0.615,0.782,0.7417,0.6949,0.6383,3.4719,0.8117,0.0896,0.9784,0.15,0.885,0.5456,2.6486,0.5817,0.5871,0.5871,0.5871,0.8918,0.3777,0.3767,0.3367,0.597,2.5799,0.6333,9.2875,0.7467,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5475,465,195,297,205,4595,1052,205,110,102,74,0,19,101,122,110,133,16.5,6.9,3.7,2.7,57.3,7.6,2.6,1.5,1.3,0.9,0.0,0.5,1.3,1.6,1.4,1.7
35,New Mexico,NM,35025,Lea County,35025000503,Census Tract 5.03; Lea County; New Mexico,1.395420504648,4151,712,1847,316,1651,327,746,278,54,57,460,203,232,134,400,244,404,119,1141,316,441,161,124,86,51,77,2567,811,149,120,283,266,28,37,66,65,0,13,18.0,5.9,2.4,2.5,27.9,11.0,9.0,5.3,9.7,5.5,9.7,2.6,27.5,4.9,10.6,3.5,7.5,5.0,1.3,2.0,61.8,16.4,8.0,6.4,15.3,12.5,1.7,2.2,4.0,3.9,0.0,0.3,0.2567,0.1947,0.6217,0.4013,0.59,2.0644,0.3517,0.1277,0.796,0.15,0.6233,0.4013,2.0983,0.265,0.4643,0.4643,0.4643,0.7804,0.5474,0.425,0.5167,0.0,2.2695,0.4883,6.8965,0.3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414,209,102,290,193,2094,614,32,24,70,64,0,13,81,104,0,13,12.7,6.7,7.0,4.8,50.4,9.1,0.8,0.6,1.7,1.4,0.0,1.0,2.0,2.5,0.0,1.0
35,New Mexico,NM,35025,Lea County,35025000504,Census Tract 5.04; Lea County; New Mexico,2.086735749546,4210,656,1787,277,1674,268,527,369,81,72,155,105,293,222,18,34,720,157,1159,384,564,229,108,97,24,55,1703,816,110,80,0,13,25,30,42,54,0,13,12.6,8.6,3.6,3.3,9.3,6.1,10.3,6.6,0.4,0.8,17.1,5.0,27.5,7.1,13.4,5.8,6.5,5.7,0.6,1.4,40.5,18.3,6.1,4.4,0.0,2.2,1.5,1.8,2.5,3.3,0.0,0.3,0.1567,0.3195,0.0517,0.4627,0.0117,1.0023,0.055,0.471,0.796,0.3367,0.54,0.257,2.4007,0.4183,0.1509,0.1509,0.1509,0.7304,0.0,0.4017,0.3567,0.0,1.4888,0.1817,5.0427,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5448,195,129,239,210,1325,606,81,112,21,44,0,13,37,47,0,13,11.6,8.2,5.7,5.1,31.5,11.4,1.9,2.7,0.5,1.1,0.0,0.9,0.9,1.2,0.0,0.9
35,New Mexico,NM,35025,Lea County,35025000600,Census Tract 6; Lea County; New Mexico,5.632121611668,6399,889,2457,305,2266,305,1586,905,305,233,356,176,598,285,719,392,1198,316,1476,450,921,332,137,112,374,311,3853,1187,55,53,70,88,34,71,55,50,146,9,25.7,14.2,9.4,6.5,15.7,7.5,14.7,6.6,11.4,5.9,18.7,4.6,23.1,5.1,14.6,4.6,6.0,4.9,6.4,5.2,60.2,16.6,2.2,2.1,2.8,3.6,1.5,3.1,2.4,2.3,2.3,0.3,0.4217,0.7488,0.2233,0.6202,0.66,2.674,0.5783,0.5622,0.5605,0.42,0.4967,0.8192,2.8586,0.7383,0.4212,0.4212,0.4212,0.589,0.3344,0.4017,0.345,0.8027,2.4728,0.5833,8.4266,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9167,416,155,281,217,3466,675,0,19,11,26,0,19,95,100,0,19,18.4,7.7,4.4,3.3,54.2,9.5,0.0,0.6,0.2,0.4,0.0,0.6,1.5,1.6,0.0,0.6
35,New Mexico,NM,35025,Lea County,35025000701,Census Tract 7.01; Lea County; New Mexico,55.071927883094,1629,326,637,87,583,95,416,258,110,72,162,91,283,153,490,272,298,80,359,157,172,78,34,51,90,87,941,381,0,18,267,93,19,26,39,39,0,13,25.5,15.0,16.3,10.2,27.8,14.9,27.1,12.4,30.1,14.1,18.3,5.9,22.0,7.2,10.6,5.2,5.8,8.7,5.6,5.3,57.8,20.3,0.0,2.8,41.9,14.8,3.3,4.4,6.7,6.6,0.0,0.8,0.4133,0.9517,0.6183,0.8789,0.9833,3.8455,0.93,0.5439,0.5041,0.15,0.4717,0.791,2.4607,0.4567,0.3881,0.3881,0.3881,0.0,0.8735,0.62,0.6783,0.0,2.1718,0.4467,8.8661,0.6817,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,663,137,84,0,13,930,330,0,13,0,13,0,13,3,8,8,13,23.5,13.2,0.0,2.4,57.1,12.9,0.0,2.4,0.0,2.4,0.0,2.4,0.2,0.5,0.5,0.8
35,New Mexico,NM,35025,Lea County,35025000702,Census Tract 7.02; Lea County; New Mexico,457.208433130984,4584,627,1018,154,894,155,706,370,57,61,218,124,757,215,480,403,261,66,1268,391,219,115,0,18,153,103,3164,733,0,18,391,108,93,74,0,13,1473,96,22.7,11.0,4.0,4.2,24.4,13.2,26.6,6.8,14.3,10.0,5.7,1.5,27.7,5.3,6.5,3.3,0.0,2.0,3.7,2.4,69.0,12.9,0.0,1.8,38.4,9.2,10.4,8.1,0.0,4.4,32.1,4.9,0.3467,0.3511,0.5183,0.874,0.7817,2.8718,0.6317,0.0381,0.8126,0.0283,0.0,0.6899,1.5689,0.0917,0.6053,0.6053,0.6053,0.0,0.8353,0.8983,0.0,0.99,2.7236,0.7017,7.7696,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6616,131,75,116,81,2818,617,28,34,100,84,0,13,102,104,0,13,14.7,8.1,2.5,1.8,61.5,8.5,0.6,0.8,2.2,1.9,0.0,0.9,2.2,2.2,0.0,0.9
35,New Mexico,NM,35025,Lea County,35025000703,Census Tract 7.03; Lea County; New Mexico,6.04506773932,3428,489,1108,154,1015,133,358,156,104,97,196,102,186,130,354,213,262,59,912,277,391,134,58,62,56,93,1751,558,0,18,149,82,0,18,24,31,291,22,11.6,4.7,5.9,5.0,19.3,9.7,9.0,6.1,10.5,6.5,7.6,1.9,26.6,6.1,11.6,3.6,5.7,6.1,1.7,2.9,51.1,14.6,0.0,1.6,13.4,6.9,0.0,1.8,2.4,3.0,8.5,1.4,0.1317,0.5474,0.3517,0.4013,0.63,2.0621,0.35,0.073,0.7463,0.2167,0.4633,0.4677,1.967,0.205,0.2753,0.2753,0.2753,0.0,0.5042,0.0,0.345,0.942,1.7912,0.295,6.0956,0.2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2151,80,58,24,27,1604,447,0,13,29,23,0,13,50,40,44,53,7.9,5.6,0.7,0.8,46.8,8.3,0.0,1.2,0.8,0.7,0.0,1.2,1.5,1.2,1.3,1.5
35,New Mexico,NM,35025,Lea County,35025000704,Census Tract 7.04; Lea County; New Mexico,4.854874733446,2296,335,1019,117,865,131,630,260,103,83,107,75,235,110,266,176,270,95,610,149,341,115,46,48,156,90,1188,445,0,18,420,124,70,61,23,31,0,13,27.6,10.7,9.8,7.8,12.4,8.5,15.7,7.1,11.6,7.3,11.8,4.4,26.6,4.5,14.9,4.7,5.3,5.5,7.0,3.9,51.7,17.9,0.0,1.8,41.2,11.7,8.1,6.9,2.7,3.6,0.0,0.6,0.4633,0.7554,0.1183,0.6484,0.675,2.6604,0.575,0.1924,0.7463,0.4383,0.4267,0.8342,2.6379,0.5717,0.2902,0.2902,0.2902,0.0,0.8669,0.8583,0.3733,0.0,2.0985,0.41,7.687,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,167,101,0,13,1182,279,5,10,0,13,0,13,1,3,0,13,19.3,11.0,0.0,1.7,51.5,10.1,0.2,0.4,0.0,1.7,0.0,1.7,0.0,0.1,0.0,1.7
35,New Mexico,NM,35025,Lea County,35025000800,Census Tract 8; Lea County; New Mexico,266.52299243983,3565,201,1555,200,1286,181,1181,341,124,82,173,97,565,208,202,145,533,178,1201,245,604,236,124,83,169,108,1963,425,0,18,177,85,89,75,102,88,0,13,33.1,9.4,7.7,5.3,13.5,7.3,28.2,8.9,5.7,4.2,15.0,5.0,33.7,6.1,16.9,6.5,9.7,6.3,5.0,3.2,55.1,11.5,0.0,1.2,11.4,5.1,6.9,5.8,7.9,6.7,0.0,0.4,0.5817,0.6772,0.1483,0.8939,0.3067,2.6078,0.545,0.3449,0.9453,0.5567,0.755,0.7612,3.3631,0.9367,0.34,0.34,0.34,0.0,0.4925,0.82,0.7317,0.0,2.0442,0.38,8.3551,0.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3896,282,165,0,13,1811,352,0,13,96,109,0,13,56,67,0,13,21.9,11.2,0.0,1.1,50.8,10.1,0.0,1.1,2.7,3.0,0.0,1.1,1.6,1.9,0.0,1.1
35,New Mexico,NM,35025,Lea County,35025000900,Census Tract 9; Lea County; New Mexico,1128.837857904762,2258,340,1005,137,822,128,815,292,146,105,101,74,508,162,336,133,348,122,601,200,344,123,60,52,286,106,1321,428,0,18,152,65,34,37,33,36,0,13,36.1,11.7,13.9,9.2,12.3,8.8,34.3,9.0,14.9,5.1,15.4,5.6,26.6,8.0,15.2,5.4,7.3,6.2,13.0,4.4,58.5,16.8,0.0,1.8,15.1,6.7,4.1,4.5,4.0,4.4,0.0,0.6,0.6383,0.9151,0.1167,0.9519,0.8017,3.4237,0.7967,0.3731,0.7463,0.4533,0.61,0.9386,3.1213,0.865,0.3997,0.3997,0.3997,0.0,0.5408,0.6783,0.5167,0.0,1.7358,0.2667,8.6805,0.65,0,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2374,302,90,32,47,1270,311,0,13,19,27,0,13,0,13,0,13,36.7,11.0,1.4,2.1,56.2,10.4,0.0,1.8,0.8,1.2,0.0,1.8,0.0,1.8,0.0,1.8
35,New Mexico,NM,35025,Lea County,35025001003,Census Tract 10.03; Lea County; New Mexico,1.97883838734,4449,451,1412,147,1288,128,1567,533,252,175,337,165,755,224,576,257,499,145,1654,305,374,143,88,66,453,185,2962,711,18,22,126,84,35,41,21,25,290,19,37.7,12.1,16.1,10.4,26.2,12.5,30.8,8.9,14.0,5.8,11.2,3.5,37.2,4.6,9.1,3.6,6.8,5.1,11.5,4.5,66.6,14.5,1.2,1.6,8.9,5.9,2.7,3.2,1.6,2.0,6.5,0.8,0.6833,0.9484,0.5583,0.9204,0.775,3.8854,0.9367,0.1692,0.9834,0.0917,0.565,0.9254,2.7347,0.6533,0.5672,0.5672,0.5672,0.5275,0.4659,0.5467,0.2633,0.927,2.7304,0.705,9.9177,0.8317,0,1,0,1,0,2,0,1,0,0,1,2,0,0,0,0,0,0,1,1,5,5138,185,80,357,369,2533,521,46,61,6,15,0,13,20,43,0,13,14.4,5.7,8.0,8.1,56.9,11.1,1.0,1.4,0.1,0.3,0.0,0.9,0.4,1.0,0.0,0.9
35,New Mexico,NM,35025,Lea County,35025001004,Census Tract 10.04; Lea County; New Mexico,2.524039121868,4099,491,1494,231,1383,234,613,432,58,54,277,151,441,197,719,327,257,66,1478,292,213,79,217,158,503,304,2958,571,23,29,335,161,80,81,49,53,6,2,15.0,10.4,2.9,2.8,20.0,10.4,19.8,7.7,17.6,8.1,6.3,1.8,36.1,4.5,5.2,1.9,15.7,11.1,13.5,8.0,72.2,10.9,1.5,1.9,22.4,10.1,5.8,5.8,3.5,3.8,0.1,0.0,0.2017,0.2562,0.3767,0.7579,0.8633,2.4558,0.4817,0.0481,0.9735,0.015,0.93,0.942,2.9086,0.7783,0.6434,0.6434,0.6434,0.5524,0.6339,0.7817,0.4783,0.4312,2.8775,0.7683,8.8853,0.6867,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,3,2249,87,58,13,18,2945,455,0,13,0,13,0,13,0,13,0,13,6.3,4.1,0.3,0.4,71.8,6.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
35,New Mexico,NM,35025,Lea County,35025001005,Census Tract 10.05; Lea County; New Mexico,3.843688267322,3399,540,1247,165,1031,161,1492,563,49,51,348,163,660,223,649,290,339,90,872,250,726,435,21,39,281,140,3150,602,0,18,417,142,109,88,57,46,2,4,44.6,15.4,4.1,4.7,33.8,14.9,30.0,10.6,19.1,8.7,10.0,2.9,25.7,6.0,21.4,11.7,2.0,3.8,9.0,4.2,92.7,9.8,0.0,1.4,33.4,9.7,10.6,8.4,5.5,4.5,0.1,0.1,0.8,0.3627,0.7783,0.9121,0.8867,3.7398,0.89,0.141,0.7081,0.7783,0.165,0.8789,2.6713,0.6067,0.8806,0.8806,0.8806,0.0,0.7804,0.9067,0.6,0.4312,2.7183,0.695,10.01,0.8383,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5055,135,81,97,81,3012,570,0,13,41,42,0,13,0,13,0,13,13.1,7.2,2.9,2.4,88.6,6.5,0.0,1.2,1.2,1.2,0.0,1.2,0.0,1.2,0.0,1.2
35,New Mexico,NM,35025,Lea County,35025001100,Census Tract 11; Lea County; New Mexico,2438.2678560097,5166,643,2126,200,1798,208,1064,385,65,56,248,134,834,196,559,280,712,179,1239,232,675,222,105,92,536,218,2611,807,0,26,597,154,15,17,60,51,0,19,20.6,7.0,2.3,2.0,13.8,7.3,24.0,5.3,10.8,5.3,13.8,3.3,24.0,4.0,13.1,4.1,5.8,5.1,11.0,4.2,50.5,14.3,0.0,1.2,28.1,7.1,0.9,0.9,3.3,2.9,0.0,0.4,0.2983,0.1864,0.1633,0.8375,0.64,2.1255,0.37,0.2753,0.6086,0.31,0.4717,0.9154,2.581,0.5367,0.2687,0.2687,0.2687,0.0,0.7022,0.3217,0.46,0.0,1.4839,0.18,6.4591,0.2833,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3586,183,92,35,42,2484,453,0,19,0,19,0,19,81,70,11,17,10.2,5.2,0.7,0.8,48.1,6.9,0.0,0.8,0.0,0.8,0.0,0.8,1.6,1.4,0.2,0.3
35,New Mexico,NM,35027,Lincoln County,35027960200,Census Tract 9602; Lincoln County; New Mexico,2468.60891912825,1677,282,1239,168,865,165,485,238,44,45,144,77,115,117,100,62,539,133,135,90,533,143,65,53,8,54,960,325,0,18,326,103,0,18,113,63,162,23,31.9,14.5,6.5,6.6,16.6,8.3,8.2,7.8,6.6,3.8,32.1,6.7,8.1,4.7,35.0,8.4,7.5,6.0,0.5,3.2,57.2,16.8,0.0,1.5,26.3,7.4,0.0,2.1,13.1,6.9,9.7,2.1,0.555,0.6057,0.2517,0.3632,0.3983,2.1739,0.3867,0.8955,0.0464,0.9733,0.6233,0.2371,2.7756,0.675,0.3731,0.3731,0.3731,0.0,0.6855,0.0,0.8783,0.9486,2.5124,0.6017,7.835,0.5033,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,1262,320,110,6,9,853,243,0,13,32,44,0,13,69,71,0,13,37.0,9.3,0.4,0.6,50.9,9.0,0.0,2.4,1.9,2.7,0.0,2.4,4.1,4.1,0.0,2.4
35,New Mexico,NM,35027,Lincoln County,35027960300,Census Tract 9603; Lincoln County; New Mexico,1493.342891954146,3265,557,1890,256,1487,266,440,210,129,80,326,160,201,107,715,297,954,214,453,191,1066,228,0,18,0,52,1043,736,29,31,926,199,27,36,53,49,3,2,13.7,6.1,9.1,5.1,21.9,10.0,7.3,3.9,21.9,8.0,29.2,5.7,13.9,4.6,32.6,5.3,0.0,1.2,0.0,1.6,31.9,21.9,1.5,1.6,49.0,8.8,1.8,2.4,3.6,3.2,0.1,0.1,0.1767,0.7388,0.4383,0.335,0.9317,2.6205,0.5583,0.8673,0.1609,0.9633,0.0,0.0,1.9915,0.2167,0.0746,0.0746,0.0746,0.5524,0.9101,0.435,0.4867,0.4312,2.8154,0.7533,7.502,0.445,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,2044,197,84,0,13,1006,293,0,13,7,12,0,13,24,23,6,9,13.2,5.3,0.0,1.2,30.8,7.8,0.0,1.2,0.2,0.4,0.0,1.2,0.7,0.7,0.2,0.3
35,New Mexico,NM,35027,Lincoln County,35027960401,Census Tract 9604.01; Lincoln County; New Mexico,741.682188635578,1954,439,1383,215,948,200,601,321,0,13,271,155,180,91,243,157,838,248,249,171,510,189,95,113,43,71,885,565,0,18,500,198,0,18,82,59,0,13,30.8,14.9,0.0,6.1,28.6,15.2,11.0,5.6,12.4,7.5,42.9,12.3,12.7,7.7,26.1,8.2,10.0,11.7,2.2,3.6,45.3,27.1,0.0,1.3,36.2,13.1,0.0,1.9,8.6,6.3,0.0,0.7,0.5417,0.0,0.6383,0.4842,0.7133,2.3775,0.4583,0.9718,0.1277,0.91,0.7767,0.5456,3.3318,0.9333,0.1924,0.1924,0.1924,0.0,0.8103,0.0,0.7533,0.0,1.5636,0.2133,7.4653,0.4383,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1517,258,130,0,13,807,348,0,13,70,85,0,13,0,13,8,13,27.2,11.7,0.0,2.0,41.3,14.5,0.0,2.0,3.6,4.4,0.0,2.0,0.0,2.0,0.4,0.7
35,New Mexico,NM,35027,Lincoln County,35027960402,Census Tract 9604.02; Lincoln County; New Mexico,34.36644287893,1154,297,1233,185,541,145,90,95,0,13,61,68,36,48,189,183,514,211,99,126,274,119,26,46,45,74,313,369,0,18,224,146,0,18,8,13,0,13,7.8,8.0,0.0,7.5,11.3,12.2,3.5,4.6,16.4,13.7,44.5,14.8,8.6,9.7,23.7,8.8,4.8,8.4,3.9,6.3,27.1,31.2,0.0,1.5,18.2,11.1,0.0,3.3,1.5,2.4,0.0,1.1,0.07,0.0,0.0817,0.1575,0.835,1.1442,0.0817,0.9735,0.0531,0.8617,0.3817,0.7015,2.9715,0.8033,0.0398,0.0398,0.0398,0.0,0.5874,0.0,0.2417,0.0,0.8291,0.0467,4.9846,0.1067,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,540,26,38,0,13,313,221,0,13,0,13,0,13,0,13,0,13,4.8,6.6,0.0,3.4,27.1,15.2,0.0,3.4,0.0,3.4,0.0,3.4,0.0,3.4,0.0,3.4
35,New Mexico,NM,35027,Lincoln County,35027960403,Census Tract 9604.03; Lincoln County; New Mexico,60.224370655736,3418,579,2678,303,1357,271,1200,505,100,73,363,164,319,196,427,248,996,337,669,356,728,209,135,97,132,173,1706,700,154,120,851,285,0,18,0,13,0,13,35.1,13.5,6.9,5.0,26.8,10.8,12.9,7.8,12.5,7.0,29.1,9.3,19.6,8.7,21.3,6.2,9.9,6.9,4.1,5.3,49.9,18.7,5.8,4.4,31.8,9.5,0.0,1.3,0.0,2.9,0.0,0.4,0.6233,0.6389,0.58,0.5539,0.72,3.1161,0.71,0.8657,0.3765,0.77,0.7667,0.7231,3.502,0.9517,0.2554,0.2554,0.2554,0.7238,0.7587,0.0,0.0,0.0,1.4825,0.1783,8.356,0.6017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341,243,136,28,34,1331,471,34,41,233,223,0,13,80,112,0,13,17.9,10.1,0.8,1.0,38.9,10.0,1.0,1.2,6.8,6.4,0.0,1.2,2.3,3.2,0.0,1.2
