ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
42,Pennsylvania,PA,42001,Adams County,42001030101,Census Tract 301.01; Adams County; Pennsylvania,21.149361763036,2658,14,1173,95,1061,90,174,85,36,26,233,94,181,69,206,127,521,108,560,88,292,70,24,26,47,61,341,153,0,15,43,26,8,17,6,9,0,11,6.6,3.2,2.4,1.8,22.0,8.7,9.1,3.5,7.8,4.8,19.6,4.1,21.1,3.3,11.0,2.7,2.3,2.4,1.9,2.4,12.8,5.8,0.0,1.3,3.7,2.2,0.8,1.6,0.6,0.8,0.0,0.4,0.1345,0.1959,0.4794,0.6445,0.7932,2.2475,0.4281,0.5333,0.5752,0.2866,0.2456,0.7568,2.3975,0.4715,0.4392,0.4392,0.4392,0.0,0.7248,0.515,0.0438,0.0,1.2836,0.1374,6.3678,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,68,29,2,4,207,104,8,10,0,11,0,11,113,86,11,15,6.4,2.7,0.1,0.2,7.8,3.9,0.3,0.4,0.0,1.1,0.0,1.1,4.3,3.2,0.4,0.6
42,Pennsylvania,PA,42053,Forest County,42053530100,Census Tract 5301; Forest County; Pennsylvania,206.290441054918,4258,92,2679,109,756,97,479,183,33,28,184,60,483,113,43,32,791,107,367,134,483,115,15,13,14,43,1700,196,44,34,424,66,9,17,52,36,2362,30,25.3,9.6,4.9,4.0,24.3,7.3,13.3,3.0,2.3,1.7,18.6,2.4,8.6,3.1,25.5,5.9,2.0,1.7,0.3,1.1,39.9,4.5,1.6,1.3,15.8,2.4,1.2,2.2,6.9,4.4,55.5,1.4,0.7286,0.5306,0.5703,0.818,0.2273,2.8748,0.6308,0.4802,0.0481,0.9501,0.2112,0.3815,2.0711,0.2756,0.7934,0.7934,0.7934,0.3819,0.9403,0.6097,0.5212,0.9877,3.4408,0.9326,9.1801,0.762,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,3,4977,254,57,983,146,299,75,118,148,11,14,0,11,289,196,0,11,33.6,6.1,23.1,3.4,7.0,1.7,2.8,3.5,0.3,0.3,0.0,0.7,6.8,4.6,0.0,0.7
42,Pennsylvania,PA,42053,Forest County,42053530200,Census Tract 5302; Forest County; Pennsylvania,220.968331365772,2701,92,4366,108,1088,103,855,180,40,19,158,36,329,74,263,111,802,98,387,157,626,104,17,15,4,41,478,196,51,21,711,84,12,7,61,23,0,11,31.7,6.6,3.9,1.9,14.5,3.0,15.8,3.5,9.7,4.1,29.7,3.6,14.3,5.7,23.2,4.0,1.6,1.4,0.2,1.6,17.7,7.2,1.2,0.5,16.3,1.9,1.1,0.6,5.6,2.0,0.0,0.4,0.814,0.4066,0.1524,0.8722,0.8649,3.1101,0.707,0.9326,0.148,0.9231,0.1653,0.3364,2.5054,0.5424,0.5459,0.5459,0.5459,0.352,0.9465,0.5882,0.4429,0.0,2.3296,0.5535,8.491,0.6643,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,3,2126,333,57,109,136,209,75,36,31,2,4,0,11,118,108,4,4,30.6,4.1,4.0,5.1,7.7,2.8,1.3,1.2,0.1,0.2,0.0,1.1,4.4,4.0,0.1,0.1
42,Pennsylvania,PA,42055,Franklin County,42055010100,Census Tract 101; Franklin County; Pennsylvania,112.732124500164,3628,325,1945,161,1625,157,698,185,54,29,385,128,381,140,213,116,787,143,574,125,619,143,15,14,28,46,125,455,0,15,304,89,21,17,30,17,34,4,19.4,4.8,2.7,1.4,23.7,7.5,13.4,4.7,5.9,3.1,21.7,4.1,15.8,3.2,17.2,4.0,0.9,0.9,0.8,1.3,3.4,12.5,0.0,0.8,15.6,4.6,1.3,1.0,1.8,1.0,0.9,0.1,0.5952,0.2318,0.5485,0.82,0.6584,2.8539,0.6231,0.6648,0.2145,0.6999,0.0985,0.5775,2.2552,0.3794,0.0876,0.0876,0.0876,0.0,0.938,0.6282,0.1391,0.6636,2.3689,0.5709,7.5656,0.5084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2124,364,124,3,5,51,42,9,19,0,11,0,11,44,36,18,29,22.4,6.9,0.1,0.1,1.4,1.2,0.2,0.5,0.0,0.8,0.0,0.8,1.2,1.0,0.5,0.8
42,Pennsylvania,PA,42055,Franklin County,42055010200,Census Tract 102; Franklin County; Pennsylvania,103.095768390248,4424,382,1691,146,1555,137,737,184,86,42,297,110,597,122,999,349,705,84,1075,199,599,125,46,28,13,44,120,548,0,15,172,54,43,23,169,61,0,11,16.7,3.9,3.8,1.8,19.1,6.9,20.7,3.6,22.6,6.9,15.9,2.1,24.3,3.7,13.5,2.5,3.0,1.8,0.3,1.1,2.7,12.4,0.0,0.9,10.2,3.1,2.8,1.5,10.9,3.7,0.0,0.2,0.4974,0.3901,0.3615,0.9396,0.9847,3.1733,0.7252,0.3282,0.7873,0.4564,0.3294,0.3815,2.2828,0.3991,0.0536,0.0536,0.0536,0.0,0.8659,0.8221,0.6715,0.0,2.3595,0.5665,7.8692,0.5566,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2085,465,106,1,2,4,6,17,19,0,11,0,11,93,63,5,7,29.9,5.7,0.0,0.1,0.1,0.1,0.4,0.4,0.0,0.7,0.0,0.7,2.1,1.5,0.1,0.2
42,Pennsylvania,PA,42055,Franklin County,42055010301,Census Tract 103.01; Franklin County; Pennsylvania,19.095596807678,5862,584,2460,269,2393,278,654,397,60,55,383,138,322,176,574,367,1086,201,1252,193,577,176,81,54,0,64,566,909,53,44,92,66,52,57,188,91,29,3,11.2,6.7,1.8,1.7,16.0,5.5,8.1,3.9,9.8,6.3,18.5,2.7,21.4,3.2,9.9,3.0,3.4,2.2,0.0,1.1,9.7,15.5,2.2,1.8,3.7,2.6,2.2,2.4,7.9,3.9,0.5,0.0,0.3052,0.1213,0.2141,0.5815,0.8687,2.0908,0.3781,0.4749,0.5945,0.2191,0.3788,0.0,1.6673,0.1232,0.3501,0.3501,0.3501,0.4169,0.7248,0.7565,0.5685,0.5828,3.0495,0.8424,7.1577,0.4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7060,245,110,33,54,385,335,20,39,0,16,0,16,128,103,0,16,10.2,4.6,0.6,0.9,6.6,5.8,0.3,0.7,0.0,0.5,0.0,0.5,2.2,1.7,0.0,0.5
42,Pennsylvania,PA,42055,Franklin County,42055010302,Census Tract 103.02; Franklin County; Pennsylvania,19.912759296762,4363,547,1851,257,1761,270,849,374,52,41,190,96,473,256,701,356,1225,565,847,153,664,342,88,75,10,45,18,772,116,127,489,244,20,26,120,87,0,11,19.5,8.3,2.7,2.1,10.8,5.2,14.1,7.7,16.1,8.6,28.1,10.9,19.4,4.1,15.2,7.3,5.0,4.2,0.2,1.1,0.4,17.7,6.2,6.8,26.4,11.9,1.1,1.5,6.8,4.6,0.0,0.3,0.599,0.2318,0.0506,0.8344,0.9648,2.6806,0.5699,0.9071,0.4436,0.5809,0.5541,0.3364,2.8221,0.7132,0.0023,0.0023,0.0023,0.6034,0.9909,0.5882,0.5159,0.0,2.6984,0.7129,8.2034,0.6184,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,2587,410,263,6,11,12,32,0,11,0,11,0,11,0,11,0,11,23.3,13.6,0.1,0.3,0.3,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7
42,Pennsylvania,PA,42055,Franklin County,42055010401,Census Tract 104.01; Franklin County; Pennsylvania,16.652188138674,4530,480,1765,145,1750,144,613,328,37,40,233,107,249,119,332,185,722,157,1028,277,621,177,33,39,0,44,581,645,46,58,101,62,18,31,13,22,25,40,13.8,7.2,1.6,1.7,13.3,6.0,7.8,3.5,7.4,4.2,15.9,3.4,22.7,4.8,13.8,3.8,1.9,2.2,0.0,1.0,12.8,14.2,2.6,3.3,5.7,3.4,1.0,1.8,0.7,1.3,0.6,0.9,0.396,0.1014,0.1074,0.5627,0.7703,1.9378,0.3342,0.3282,0.6979,0.4743,0.1988,0.0,1.6992,0.1309,0.4392,0.4392,0.4392,0.4463,0.7786,0.5618,0.0515,0.608,2.4462,0.605,6.5224,0.3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6202,221,112,73,95,93,100,63,57,0,11,0,11,329,190,23,39,12.6,6.3,1.6,2.1,2.1,2.2,1.4,1.2,0.0,0.7,0.0,0.7,7.3,4.0,0.5,0.8
42,Pennsylvania,PA,42055,Franklin County,42055010402,Census Tract 104.02; Franklin County; Pennsylvania,6.903006074522,4724,474,2285,257,2146,252,596,314,66,53,244,111,152,93,208,135,1638,425,926,181,748,269,72,62,26,57,666,719,160,123,260,108,9,19,101,90,21,6,12.6,6.5,3.4,2.6,11.4,5.0,4.1,2.5,4.4,2.8,34.7,7.4,19.6,3.4,15.8,5.2,3.4,2.9,0.6,1.3,14.1,15.2,7.0,5.3,11.4,4.9,0.4,0.9,4.7,4.1,0.4,0.1,0.3555,0.334,0.0638,0.2723,0.5134,1.539,0.2151,0.9771,0.4606,0.62,0.3788,0.5101,2.9466,0.7744,0.4708,0.4708,0.4708,0.6319,0.885,0.4112,0.3782,0.5403,2.8466,0.7747,7.803,0.5469,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3542,296,131,124,95,131,146,52,65,27,33,0,11,332,190,0,11,13.8,5.9,2.6,2.0,2.8,3.1,1.1,1.4,0.6,0.7,0.0,0.6,7.0,4.1,0.0,0.6
42,Pennsylvania,PA,42055,Franklin County,42055010501,Census Tract 105.01; Franklin County; Pennsylvania,17.432710706264,4334,590,1802,169,1668,189,335,182,105,104,262,167,217,124,337,289,858,232,699,235,744,251,0,15,61,91,707,800,39,31,25,42,36,43,19,29,36,6,7.7,4.1,4.3,4.1,15.7,9.9,6.9,4.1,7.8,6.4,19.8,5.9,16.1,4.5,17.3,5.6,0.0,0.9,1.5,2.3,16.3,18.3,2.2,1.7,1.4,2.3,2.2,2.6,1.1,1.8,0.8,0.1,0.1757,0.4609,0.2029,0.4977,0.7932,2.1304,0.3928,0.5456,0.2285,0.7066,0.0,0.7099,2.1906,0.3382,0.5227,0.5227,0.5227,0.4169,0.6239,0.7565,0.0821,0.6478,2.5272,0.6376,7.3709,0.4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471,200,112,307,255,206,271,64,68,0,11,0,11,130,118,0,11,12.0,6.5,7.1,6.0,4.8,5.9,1.5,1.5,0.0,0.7,0.0,0.7,3.0,2.7,0.0,0.7
42,Pennsylvania,PA,42055,Franklin County,42055010502,Census Tract 105.02; Franklin County; Pennsylvania,16.315233834458,4788,609,2047,213,1795,198,756,376,84,86,281,138,279,157,325,273,836,174,1270,383,936,230,75,93,79,84,1264,886,0,15,283,105,79,83,24,36,0,11,15.8,7.6,3.8,3.8,15.7,7.5,8.8,4.9,6.8,5.5,17.5,3.9,26.5,5.7,19.5,5.2,4.2,5.2,1.8,1.9,26.4,18.2,0.0,0.7,13.8,5.2,4.4,4.6,1.3,2.0,0.0,0.2,0.4677,0.3901,0.2029,0.6237,0.733,2.4174,0.4813,0.4175,0.8682,0.82,0.4715,0.7501,3.3273,0.9021,0.6874,0.6874,0.6874,0.0,0.9174,0.9109,0.0971,0.0,1.9254,0.3535,8.3575,0.6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2260,125,67,10,18,1035,579,54,73,0,11,0,11,165,136,0,11,7.0,3.8,0.2,0.4,21.6,11.3,1.1,1.5,0.0,0.6,0.0,0.6,3.4,2.9,0.0,0.6
42,Pennsylvania,PA,42055,Franklin County,42055010600,Census Tract 106; Franklin County; Pennsylvania,8.154974628192,6683,698,2698,276,2649,277,690,368,16,28,685,268,407,229,591,302,1356,183,1197,229,903,328,66,66,0,64,850,971,54,69,8,14,76,73,0,16,225,7,10.7,5.6,0.5,0.8,25.9,9.7,8.2,4.6,9.1,4.3,20.3,3.3,17.9,2.8,13.9,4.8,2.5,2.5,0.0,1.0,12.7,14.5,2.0,2.5,0.3,0.5,2.9,2.7,0.0,1.1,3.4,0.4,0.2826,0.0235,0.6206,0.587,0.8432,2.3569,0.4637,0.5778,0.3358,0.4808,0.27,0.0,1.6644,0.1221,0.4369,0.4369,0.4369,0.4081,0.499,0.8312,0.0,0.8304,2.5687,0.6562,7.0269,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7830,167,85,25,22,337,393,152,136,0,16,0,16,336,242,0,16,6.3,3.2,0.4,0.3,5.0,5.8,2.3,2.0,0.0,0.4,0.0,0.4,5.0,3.5,0.0,0.4
42,Pennsylvania,PA,42055,Franklin County,42055010701,Census Tract 107.01; Franklin County; Pennsylvania,21.351690794096,3958,437,2030,244,1887,258,675,255,73,58,384,190,79,80,72,78,1586,211,543,118,824,326,0,15,0,44,152,618,0,15,89,80,0,15,94,90,47,5,17.3,6.2,4.9,3.9,20.3,9.7,2.4,2.4,1.8,2.0,40.1,5.1,13.7,2.8,21.1,7.4,0.0,0.8,0.0,1.2,3.8,15.6,0.0,0.7,4.4,4.0,0.0,0.8,5.0,4.6,1.2,0.2,0.5176,0.5306,0.4129,0.1354,0.1639,1.7604,0.2748,0.9906,0.1266,0.8772,0.0,0.0,1.9944,0.2344,0.1072,0.1072,0.1072,0.0,0.743,0.0,0.3982,0.6912,1.8324,0.3156,5.6944,0.1939,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1886,222,155,51,53,24,24,0,11,0,11,0,11,42,48,35,54,11.8,7.1,1.3,1.3,0.6,0.6,0.0,0.8,0.0,0.8,0.0,0.8,1.1,1.2,0.9,1.4
42,Pennsylvania,PA,42055,Franklin County,42055010702,Census Tract 107.02; Franklin County; Pennsylvania,21.663996732734,4052,655,1584,182,1423,176,1172,851,60,34,502,198,331,124,675,436,946,202,940,409,777,192,26,46,0,44,140,924,273,99,91,74,26,46,217,110,93,13,28.9,20.5,3.6,2.0,35.3,13.2,12.4,5.1,16.7,11.3,23.3,7.3,23.2,7.1,19.2,5.3,1.8,3.2,0.0,1.2,3.5,22.8,17.2,5.9,5.7,4.7,1.8,3.2,15.2,7.6,2.3,0.5,0.7817,0.3646,0.8288,0.7928,0.9677,3.7356,0.857,0.7568,0.7255,0.8047,0.1853,0.0,2.4723,0.5212,0.092,0.092,0.092,0.8353,0.7786,0.7138,0.7679,0.775,3.8706,0.9894,10.1705,0.8603,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6597,304,123,9,14,13,37,50,71,0,11,0,11,68,46,0,11,21.4,8.6,0.2,0.4,0.3,0.9,1.2,1.8,0.0,0.7,0.0,0.7,1.7,1.2,0.0,0.7
42,Pennsylvania,PA,42055,Franklin County,42055010800,Census Tract 108; Franklin County; Pennsylvania,1.517991673364,3897,352,2073,210,1988,208,642,256,57,41,653,226,193,72,87,59,1132,236,540,78,630,174,70,61,35,53,661,548,323,145,22,33,42,52,132,74,196,4,17.3,6.7,3.0,2.2,32.8,10.8,6.3,2.5,2.4,1.6,29.0,5.4,13.9,2.1,17.0,4.3,3.5,3.0,0.9,1.4,17.0,14.0,15.6,6.8,1.1,1.6,2.1,2.6,6.6,3.7,5.0,0.5,0.5176,0.277,0.7876,0.4525,0.2408,2.2755,0.4375,0.9229,0.1324,0.6872,0.3891,0.6062,2.7378,0.6765,0.5344,0.5344,0.5344,0.8142,0.6007,0.7482,0.5071,0.8761,3.5463,0.9541,9.094,0.7493,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10315,329,125,7,12,450,234,91,102,0,11,0,11,113,88,0,11,16.5,6.4,0.2,0.3,11.5,6.0,2.3,2.7,0.0,0.8,0.0,0.8,2.9,2.2,0.0,0.8
42,Pennsylvania,PA,42055,Franklin County,42055010900,Census Tract 109; Franklin County; Pennsylvania,1.96151785162,5253,570,2308,221,2150,228,1513,548,105,84,470,172,250,127,500,313,960,157,1051,234,1017,293,145,111,146,114,1308,816,60,59,8,13,25,31,102,76,29,4,28.8,10.0,3.8,3.2,21.9,7.7,6.8,3.4,9.5,5.5,18.3,3.4,20.0,4.1,19.4,5.1,6.8,5.1,2.9,2.2,24.9,15.3,2.6,2.5,0.3,0.6,1.2,1.4,4.7,3.4,0.6,0.0,0.7808,0.3901,0.4756,0.4903,0.8535,2.9903,0.6702,0.4641,0.4925,0.8147,0.6829,0.8277,3.2819,0.8926,0.6631,0.6631,0.6631,0.4463,0.499,0.6097,0.3782,0.608,2.5412,0.6441,9.4765,0.7932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11985,308,105,515,295,615,268,0,16,0,16,0,16,161,124,17,31,14.3,4.9,9.8,5.4,11.7,5.1,0.0,0.6,0.0,0.6,0.0,0.6,3.1,2.3,0.3,0.6
42,Pennsylvania,PA,42055,Franklin County,42055011000,Census Tract 110; Franklin County; Pennsylvania,1.754572198946,5069,568,2441,254,2348,262,1738,533,138,89,817,279,590,266,758,427,1042,256,932,347,1537,376,129,98,196,161,2353,728,343,201,0,16,0,22,495,205,118,8,34.9,9.9,5.6,3.6,34.8,11.2,15.9,7.0,15.2,7.8,20.6,5.4,18.4,6.0,30.8,7.0,5.5,4.1,4.1,3.4,46.4,13.4,14.0,8.1,0.0,1.2,0.0,0.9,21.1,8.6,2.3,0.3,0.8464,0.6028,0.8215,0.8751,0.958,4.1038,0.9206,0.593,0.3703,0.9844,0.5932,0.8755,3.4164,0.9232,0.8257,0.8257,0.8257,0.7871,0.0,0.0,0.8474,0.775,2.4095,0.5862,10.7554,0.907,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,5572,352,192,886,246,1104,346,69,89,0,16,0,16,294,239,0,16,15.0,8.0,17.5,4.4,21.8,6.1,1.4,1.8,0.0,0.6,0.0,0.6,5.8,4.6,0.0,0.6
42,Pennsylvania,PA,42055,Franklin County,42055011100,Census Tract 111; Franklin County; Pennsylvania,0.992397198396,3854,444,1846,220,1744,220,576,242,95,71,533,181,181,89,190,112,768,113,746,184,734,297,43,57,27,58,815,625,219,84,0,11,11,18,94,60,354,18,16.7,6.7,5.1,3.7,30.6,9.6,6.8,3.3,5.1,3.0,19.9,3.1,19.4,3.5,19.7,6.8,2.5,3.3,0.7,1.6,21.1,16.0,11.9,4.3,0.0,1.6,0.6,1.0,5.4,3.3,9.2,1.2,0.4974,0.5576,0.7476,0.4903,0.5865,2.8794,0.6328,0.5532,0.4436,0.832,0.27,0.5441,2.6429,0.6276,0.6094,0.6094,0.6094,0.7492,0.0,0.4615,0.4276,0.9276,2.5659,0.6541,8.6976,0.6937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4746,184,88,101,75,507,128,78,56,0,11,0,11,129,84,0,11,10.6,5.1,2.6,2.0,13.2,3.6,2.0,1.4,0.0,0.8,0.0,0.8,3.3,2.1,0.0,0.8
42,Pennsylvania,PA,42055,Franklin County,42055011200,Census Tract 112; Franklin County; Pennsylvania,0.698332648748,3844,656,1597,286,1585,289,1292,515,133,109,462,252,355,229,633,453,358,129,1100,350,477,164,293,176,369,175,2207,714,12,21,0,11,80,59,130,68,23,3,34.3,12.4,6.5,5.1,29.1,15.0,14.6,9.3,16.5,10.1,9.3,3.1,28.6,5.7,12.4,4.9,18.5,10.6,10.1,4.5,57.4,15.8,0.8,1.3,0.0,1.9,5.0,3.6,8.2,4.4,0.6,0.1,0.8399,0.6813,0.7135,0.8453,0.9659,4.0459,0.9112,0.0785,0.9197,0.3791,0.9538,0.9528,3.2839,0.8932,0.8635,0.8635,0.8635,0.3149,0.0,0.9291,0.5818,0.608,2.4338,0.5982,10.6271,0.897,0,0,0,0,1,1,0,1,0,1,1,3,0,0,0,0,1,0,0,1,5,3324,303,150,525,341,1630,547,0,11,0,11,0,11,52,43,0,11,19.1,9.6,13.7,8.0,42.4,10.2,0.0,0.8,0.0,0.8,0.0,0.8,1.4,1.1,0.0,0.8
42,Pennsylvania,PA,42055,Franklin County,42055011301,Census Tract 113.01; Franklin County; Pennsylvania,13.257960051246,4991,469,2015,169,1943,170,425,272,29,36,263,122,190,100,489,295,710,244,1120,219,653,223,128,88,0,44,562,638,0,15,195,96,16,29,46,56,4,2,8.6,5.5,1.0,1.3,13.5,6.2,5.3,2.9,9.8,5.9,14.2,5.1,22.4,3.2,13.1,4.2,6.6,4.5,0.0,1.0,11.3,12.7,0.0,0.7,9.7,4.8,0.8,1.5,2.4,2.8,0.1,0.0,0.2098,0.0552,0.1141,0.3731,0.8687,1.6209,0.2357,0.2435,0.678,0.4241,0.6682,0.0,2.0138,0.245,0.3988,0.3988,0.3988,0.0,0.8583,0.515,0.1891,0.3021,1.8645,0.3276,5.898,0.2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2441,86,61,107,114,177,146,28,48,37,49,0,11,198,136,15,24,4.4,3.1,2.1,2.2,3.5,2.9,0.6,1.0,0.7,1.0,0.0,0.6,4.0,2.7,0.3,0.5
42,Pennsylvania,PA,42055,Franklin County,42055011302,Census Tract 113.02; Franklin County; Pennsylvania,22.283659168472,6383,467,2408,204,2356,205,1205,487,291,258,464,161,601,309,725,335,1171,256,1559,374,706,239,222,113,63,106,820,745,57,60,181,115,0,22,60,45,0,16,18.9,7.5,8.1,6.7,19.7,6.6,13.9,6.2,11.4,5.3,18.3,3.7,24.4,5.6,11.1,3.6,9.4,4.7,1.1,1.8,12.8,11.6,2.4,2.5,7.5,5.0,0.0,0.9,2.5,1.9,0.0,0.3,0.5787,0.79,0.39,0.8303,0.9081,3.4971,0.8064,0.4641,0.7923,0.2946,0.8085,0.6414,3.0009,0.7959,0.4392,0.4392,0.4392,0.4308,0.818,0.0,0.1997,0.0,1.4485,0.1847,8.3857,0.6484,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3558,217,113,22,29,677,329,0,16,0,16,0,16,121,111,0,16,9.2,4.7,0.3,0.5,10.6,5.2,0.0,0.5,0.0,0.5,0.0,0.5,1.9,1.8,0.0,0.5
42,Pennsylvania,PA,42055,Franklin County,42055011400,Census Tract 114; Franklin County; Pennsylvania,51.867122595172,5934,21,2299,222,2214,212,1260,557,133,136,591,206,286,168,386,271,931,244,1700,300,1106,307,284,186,8,60,158,134,53,87,635,201,0,22,67,90,12,2,21.2,9.4,4.6,4.7,26.7,8.9,7.4,4.3,6.5,4.6,15.7,4.1,28.6,5.1,18.6,5.2,12.8,8.3,0.1,1.1,2.7,2.3,2.3,3.8,27.6,8.2,0.0,1.0,3.0,4.0,0.2,0.0,0.6442,0.4988,0.6482,0.5334,0.7116,3.0362,0.6849,0.3202,0.9197,0.7747,0.8853,0.2989,3.1988,0.8688,0.0536,0.0536,0.0536,0.4237,0.9932,0.0,0.2459,0.402,2.0648,0.4238,8.3534,0.6425,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,2589,345,161,69,102,8,7,48,65,0,16,0,16,33,57,0,16,15.6,6.8,1.2,1.7,0.1,0.1,0.8,1.1,0.0,0.5,0.0,0.5,0.6,1.0,0.0,0.5
42,Pennsylvania,PA,42055,Franklin County,42055011500,Census Tract 115; Franklin County; Pennsylvania,56.709734729098,6548,389,2933,263,2675,267,1550,396,87,51,636,173,414,158,401,155,1254,293,1220,208,1008,271,137,65,17,60,482,523,68,31,231,100,57,47,110,65,15,10,23.9,5.9,2.4,1.5,23.8,6.0,9.0,3.0,6.1,2.3,19.2,4.1,18.6,3.3,15.4,4.0,5.1,2.4,0.3,1.0,7.4,8.0,2.3,1.0,7.9,3.5,2.1,1.7,4.1,2.3,0.2,0.2,0.7045,0.1959,0.5532,0.6383,0.6749,2.7668,0.5984,0.5104,0.3838,0.5932,0.5629,0.3815,2.4318,0.4932,0.2631,0.2631,0.2631,0.4237,0.8277,0.7482,0.3338,0.402,2.7354,0.7271,8.1971,0.6167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5315,308,130,172,117,130,88,56,82,0,16,0,16,124,87,0,16,11.5,4.9,2.6,1.7,2.0,1.3,0.9,1.3,0.0,0.5,0.0,0.5,1.9,1.3,0.0,0.5
